"","identifier","text","mehercules_bene_homo_puto_sit_curabo_potest","fuit_fecit_quicquid_illum_nemo_manu_summam","sibi_plus_sestertium_illius_die_male_mei","puer_iussit_quem_esset_es_quia_domini","nobis_pro_adhuc_omnium_nunc_interim_fit","homo_vos_oportet_homines_vinum_hodie_nostrum","deinde_mensam_ante_aliquot_ubi_fortunata_circa","sibi_illum_afferri_coepi_iussit_postquam_vix","vides_quia_nunquam_quare_nunc_ideo_assem","illum_hic_mea_meam_summam_ideo_longe","eius_subinde_puer_cocus_hic_idem_aliquid","ait_agamemnon_quemadmodum_c_statim_ita_quibus","altera_habebat_fuerunt_parte_positus_nunc_triclinium","triclinium_familia_habinnas_totum_vero_nobis_plane","unum_melius_valde_balneum_eius_dicebat_ceterum","pedes_trimalchionis_minus_scilicet_heu_sumus_supra","magis_suum_fuit_res_eum_ipsum_immo","statim_pueri_duo_dii_lana_aquam_servi","ecce_subito_ceterum_canem_ianuam_trimalchionis_cuius","nemo_quem_sua_suam_amat_fortunata_dixit"
"11","urn:cts:latinLit:phi0972.phi001:28.1","Longum erat singula excipere. Itaque intravimus balneum, et sudore calfacti momento temporis ad frigidam eximus. ","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.728571428571429","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143"
"12","urn:cts:latinLit:phi0972.phi001:28.2","Iam Trimalchio unguento perfusus tergebatur, non linteis, sed palliis ex lana mollissima factis. ","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.841666666666667","0.00833333333333333","0.00833333333333333"
"13","urn:cts:latinLit:phi0972.phi001:28.3","Tres interim iatraliptae in conspectu eius Falernum potabant, et cum plurimum rixantes effunderent, Trimalchio hoc suum propinasse dicebat. ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.188888888888889","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.559259259259259","0.0037037037037037","0.188888888888889","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"14","urn:cts:latinLit:phi0972.phi001:28.4","Hinc involutus coccina gausapa lecticae impositus est praecedentibus phaleratis cursoribus quattuor et chiramaxio, in quo deliciae eius vehebantur, puer vetulus, lippus, domino Trimalchione deformior. ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.92962962962963","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"15","urn:cts:latinLit:phi0972.phi001:28.5","Cum ergo auferretur, ad caput eius symphoniacus cum minimis tibiis accessit et tanquam in aurem aliquid secreto diceret, toto itinere cantavit. ","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.940625","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125"
"16","urn:cts:latinLit:phi0972.phi001:28.6","Sequimur nos admiratione iam saturi et cum Agamemnone ad ianuam pervenimus, in cuius poste libellus erat cum hac inscriptione fixus: ","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.913636363636364","0.00454545454545455"
"17","urn:cts:latinLit:phi0972.phi001:28.7","Quisquis servus sine dominico iussu foras exierit, accipiet plagas centum. ","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"18","urn:cts:latinLit:phi0972.phi001:28.8","In aditu autem ipso stabat ostiarius prasinatus, cerasino succinctus cingulo, atque in lance argentea pisum purgabat. ","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.231818181818182","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.686363636363636","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"19","urn:cts:latinLit:phi0972.phi001:28.9","Super limen autem cavea pendebat aurea, in qua pica varia intrantes salutabat.","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.425","0.425","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333"
"20","urn:cts:latinLit:phi0972.phi001:29.1","Ceterum ego dum omnia stupeo, paene resupinatus crura mea fregi. Ad sinistram enim intrantibus non longe ab ostiarii cella canis ingens, catena vinctus, in pariete erat pictus superque quadrata littera scriptum Cave canem. ","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.264912280701754","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.0894736842105263","0.0894736842105263","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.528070175438596","0.00175438596491228"
"21","urn:cts:latinLit:phi0972.phi001:29.2","Et collegae quidem mei riserunt, ego autem collecto spiritu non destiti totum parietem persequi. ","0.00833333333333333","0.00833333333333333","0.841666666666667","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333"
"22","urn:cts:latinLit:phi0972.phi001:29.3","Erat autem venalicium cum titulis pictum, et ipse Trimalchio capillatus caduceum tenebat Minervaque ducente Romam intrabat. ","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.841666666666667","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333"
"23","urn:cts:latinLit:phi0972.phi001:29.4","Hinc quemadmodum ratiocinari didicisset, denique dispensator factus esset, omnia diligenter curiosus pictor cum inscriptione reddiderat. ","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.137837837837838","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.678378378378378","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.137837837837838","0.0027027027027027"
"24","urn:cts:latinLit:phi0972.phi001:29.5","In deficiente vero iam porticu levatum mento in tribunal excelsum Mercurius rapiebat.","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.728571428571429","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143"
"25","urn:cts:latinLit:phi0972.phi001:29.6","Praesto erat Fortuna cornu abundanti copiosa et tres Parcae aurea pensa torquentes.","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.425","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.425","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333"
"26","urn:cts:latinLit:phi0972.phi001:29.7","Notavi etiam in porticu gregem cursorum cum magistro se exercentem.","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05"
"27","urn:cts:latinLit:phi0972.phi001:29.8","Praeterea grande armarium in angulo vidi, in cuius aedicula erant Lares argentei positi Venerisque signum marmoreum et pyxis aurea non pusilla, in quo barbam ipsius conditam esse dicebant. ","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.940625","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125"
"28","urn:cts:latinLit:phi0972.phi001:29.9","Interrogare ergo atriensem coepi, quas in medio picturas haberent. Iliada et Odyssian inquit ac Laenatis gladiatorium munus.","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"29","urn:cts:latinLit:phi0972.phi001:30.1","Non licebat multaciam considerare Nos iam ad triclinium perveneramus, in cuius parte prima procurator rationes accipiebat. Et quod praecipue miratus sum, in postibus triclinii fasces erant cum securibus fixi, quorum unam partem quasi embolum navis aeneum finiebat, in quo erat scriptum: ","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.835714285714286","0.121428571428571","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238"
"30","urn:cts:latinLit:phi0972.phi001:30.2","C. Pompeio Trimalchioni, seviro Augustali, Cinnamus dispensator. ","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.594117647058824","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.3","0.00588235294117647"
"31","urn:cts:latinLit:phi0972.phi001:30.3","Sub eodem titulo et lucerna bilychnis de camera pendebat, et duae tabulae in utroque poste defixae, quarum altera, si bene memini, hoc habebat inscriptum: III. et pridie kalendas Ianuarias C. noster foras cenat, ","0.00161290322580645","0.00161290322580645","0.162903225806452","0.00161290322580645","0.00161290322580645","0.00161290322580645","0.00161290322580645","0.00161290322580645","0.00161290322580645","0.00161290322580645","0.00161290322580645","0.404838709677419","0.324193548387097","0.082258064516129","0.00161290322580645","0.00161290322580645","0.00161290322580645","0.00161290322580645","0.00161290322580645","0.00161290322580645"
"32","urn:cts:latinLit:phi0972.phi001:30.4","altera lunae cursum stellarumque septem imagines pictas; et qui dies boni quique incommodi essent, distinguente bulla notabantur. ","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.686363636363636","0.231818181818182","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"33","urn:cts:latinLit:phi0972.phi001:30.5","His repleti voluptatibus cum conaremur in triclinium intrare, exclamavit unus ex pueris, qui super hoc officium erat positus, Dextro pede. ","0.003125","0.003125","0.003125","0.003125","0.159375","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.315625","0.003125","0.315625","0.003125","0.003125","0.159375","0.003125","0.003125"
"34","urn:cts:latinLit:phi0972.phi001:30.6","Sine dubio paulisper trepidavimus, ne contra praeceptum aliquis nostrum limen transiret. ","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"35","urn:cts:latinLit:phi0972.phi001:30.7","Ceterum ut pariter movimus dextros gressus, servus nobis despoliatus procubuit ad pedes ac rogare coepit, ut se poenae eriperemus: nec magnum esse peccatum suum, propter quod periclitaretur; ","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.534042553191489","0.00212765957446809","0.427659574468085","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809"
"36","urn:cts:latinLit:phi0972.phi001:30.8","subducta enim sibi vestimenta dispensatoris in balneo, quae vix fuissent decem sestertiorum. ","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.686363636363636","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.231818181818182","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"37","urn:cts:latinLit:phi0972.phi001:30.9","Rettulimus ergo dextros pedes dispensatoremque in atrio aureos numerantem deprecati sumus, ut servo remitteret poenam. ","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.231818181818182","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.686363636363636","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"38","urn:cts:latinLit:phi0972.phi001:30.10","Superbus ille sustulit vultum et Non tam iactura me movet inquit quam negligentia nequissimi servi.","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"39","urn:cts:latinLit:phi0972.phi001:30.11","Vestimenta mea cubitoria perdidit, quae mihi natali meo cliens quidam donaverat, Tyria sine dubio, sed iam semel lota. Quid ergo est? Dono vobis eum.","0.003125","0.471875","0.003125","0.003125","0.003125","0.003125","0.003125","0.159375","0.003125","0.315625","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125"
"40","urn:cts:latinLit:phi0972.phi001:31.1","Obligati tam grandi beneficio cum intrassemus tri clinium, occurrit nobis ille idem servus, pro quo rogaveramus, et stupentibus spississima basia impegit gratias agens humanitati nostrae. ","0.159375","0.003125","0.003125","0.003125","0.471875","0.003125","0.003125","0.003125","0.003125","0.003125","0.315625","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125"
"41","urn:cts:latinLit:phi0972.phi001:31.2","Ad summam, statim scietis ait cui dederitis beneficium. Vinum dominicum ministratoris gratia est ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.92962962962963","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"42","urn:cts:latinLit:phi0972.phi001:31.3","Tandem ergo discubuimus pueris Alexandrinis aquam in manus nivatam infundentibus aliisque insequentibus ad pedes ac paronychia cum ingenti subtilitate tollentibus.","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.92962962962963","0.0037037037037037","0.0037037037037037"
"43","urn:cts:latinLit:phi0972.phi001:31.4","Ac ne in hoc quidem tam molesto tacebant officio, sed obiter cantabant. ","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.728571428571429","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143"
"44","urn:cts:latinLit:phi0972.phi001:31.5","Ego experiri volui, an tota familia cantaret, itaque potionem poposci. ","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"45","urn:cts:latinLit:phi0972.phi001:31.6","Paratissimus puer non minus me acido cantico excepit, et quisquis aliquid rogatus erat ut daret  ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.374074074074074","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.559259259259259","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"46","urn:cts:latinLit:phi0972.phi001:31.7","pantomimi chorum, non patris familiae triclinium crederes. ","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.841666666666667","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333"
"47","urn:cts:latinLit:phi0972.phi001:31.8","Allata est tamen gustatio valde lauta; nam iam omnes discubuerant praeter ipsum Trimalchionem, cui locus novo more primus servabatur. ","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.678378378378378","0.0027027027027027","0.272972972972973","0.0027027027027027","0.0027027027027027","0.0027027027027027"
"48","urn:cts:latinLit:phi0972.phi001:31.9","Ceterum in promulsidari asellus erat Corinthius cum bisaccio positus, qui habebat olivas in altera parte albas, in altera nigras. ","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.784375","0.003125","0.003125","0.003125","0.003125","0.003125","0.159375","0.003125"
"49","urn:cts:latinLit:phi0972.phi001:31.10","Tegebant asellum duae lances, in quarum marginibus nomen Trimalchionis inscriptum erat et argenti pondus. Ponticuli etiam ferruminati sustinebant glires melle ac papavere sparsos. ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.188888888888889","0.188888888888889","0.0037037037037037","0.0037037037037037","0.374074074074074","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.188888888888889","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"50","urn:cts:latinLit:phi0972.phi001:31.11","Fuerunt et tomacula super craticulam argenteam ferventia posita, et infra craticulam Syriaca pruna cum granis Punici mali.","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"51","urn:cts:latinLit:phi0972.phi001:32.1","In his eramus lautitiis, cum ipse Trimalchio ad symphoniam allatus est positusque inter cervicalia minutissima expressit imprudentibus risum. ","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
