"","identifier","text","insequor_novus_perterreo_circumvenio_conspicio_cado_committo","collis_fodio_altitudo_natura_pedum_vallus_mons","consto_tres_frumentarius_centurio_eo_audio_egredior","potestas_sive_aeduorum_fides_interfacio_nuntius_fortuna","agger_turris_porta_vallus_clamor_eruptio_subsidium","jus_caesare_liber_pax_injuria_respondeo_regnum","auctoritas_senatus_quisquam_publicus_magistratus_gratia_frater","romanis_concilium_dis_ratio_exspecto_communis_liber","labienum_galliam_praeficio_hiberna_hiemo_crassus_deduco","ullus_prior_moror_fortuna_vereor_supero_enim","dimitto_concilium_littera_polliceor_evoco_remus_finitimus","pons_domus_traduco_occido_armo_occupo_confero","post_moveo_tertius_supra_dux_accedo_explorator","nitor_memoria_magnitudo_doceo_genus_gravis_publicus","tempestas_sero_commeatus_portus_tueor_insula_aestus"
"11","urn:cts:latinLit:stoa0069.stoa001.hc:1.2.4","hic res fio ut et parvus fero vago et parvus facilis finitimus bellus infero possum","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.443478260869565","0.00869565217391304","0.443478260869565","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"12","urn:cts:latinLit:stoa0069.stoa001.hc:1.2.5","qui ex pars homo bello cupidus magnus dolor afficio","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"13","urn:cts:latinLit:stoa0069.stoa001.hc:1.2.6","pro multitudo autem homo et pro gloria bellum atque fortitudo angustus sui finis habeo arbitror  qui in longitudo mille passus ccxl  in latitudo clxxx pateo","0.00317460317460317","0.955555555555555","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"14","urn:cts:latinLit:stoa0069.stoa001.hc:1.3.1","hic res adduco et auctoritas orgetorigis permoveo constituo is qui ad proficiscor pertineo comparo  jumentum et carrus qui magnus numerus coemo  sementis qui magnus facio  ut in iter copia frumentum suppeto  cum proximus civitas pax et amicitia confirmo","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.0902654867256637","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.0902654867256637","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.444247787610619","0.00176991150442478","0.355752212389381","0.00176991150442478"
"15","urn:cts:latinLit:stoa0069.stoa001.hc:1.3.2","ad is res conficio biennium sui sero sum duco  in tertius annus profectio lego confirmo","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"16","urn:cts:latinLit:stoa0069.stoa001.hc:1.3.3","ad is res conficio orgetorix deligo  is sui legatio ad civitas suscipio  in is iter persuadeo castico  catamantaloedis filius  sequano  qui pater regnum in sequanis multus annus obtineo et ab senatus populus romani amicus appello sum  ut regnum in civitas suus occupo  qui pater ante habeo","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.98282208588957","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067"
"17","urn:cts:latinLit:stoa0069.stoa001.hc:1.3.4","ito dumnorigi haeduo  frater diviciaci  qui is tempus principatus in civitas obtineo atque magnus plebs accipio sum  ut idem conor persuadeo is filia suus in matrimonium do","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.243373493975904","0.725301204819277","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"18","urn:cts:latinLit:stoa0069.stoa001.hc:1.3.5","perfacilis facio sum ille probo conor perficio  propterea qui ipse suus civitas imperium obtineo sum","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.955555555555555","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"19","urn:cts:latinLit:stoa0069.stoa001.hc:1.3.6","non sum dubius quin totus galliae multus helvetii possum  sui suus copia suus exercitus ille regnum concilio confirmo","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.796825396825397","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.161904761904762","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"20","urn:cts:latinLit:stoa0069.stoa001.hc:1.3.7","hic oratio adduco inter sui fides et jus juro do et regnum occupo per tres potens atque firmus populus totus galliae sui potior possum spero","0.00176991150442478","0.00176991150442478","0.267256637168142","0.00176991150442478","0.00176991150442478","0.621238938053097","0.0902654867256637","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478"
"21","urn:cts:latinLit:stoa0069.stoa001.hc:1.4.1","is res sum helvetiis per indicium enuntio  mos suus orgetoricem ex vinculum causa dico cogo  damno poena sequor oportet  ut ignis cremo","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.324731182795699","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.324731182795699","0.0021505376344086","0.0021505376344086","0.217204301075269","0.109677419354839"
"22","urn:cts:latinLit:stoa0069.stoa001.hc:1.4.2","dies constituo causa dictio orgetorix ad judicium omnis suus familia  ad homo mille decem  undique cogo  et omnis cliens obaeratus suus  qui magnus numerus habeo  idem conduco  per is neo causa dico sui eripio","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.604819277108434","0.00240963855421687","0.363855421686747","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"23","urn:cts:latinLit:stoa0069.stoa001.hc:1.4.3","cum civitas ob is res incito arma jus suus exsequor conor multitudo homo ex ager magistratus cogo  orgetorix morior sum","0.00273972602739726","0.13972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.824657534246575","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"24","urn:cts:latinLit:stoa0069.stoa001.hc:1.4.4","neque absum suspicio  ut helvetii arbitror  quin ipse sui mors conscio","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"25","urn:cts:latinLit:stoa0069.stoa001.hc:1.5.1","post is mors nihilum parvus helvetii is qui constituo facio conor  ut ex finis suus exeo","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.320634920634921","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.638095238095238","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"26","urn:cts:latinLit:stoa0069.stoa001.hc:1.5.2","ubi jam sui ad is res paro sum arbitror sum  oppidum suus omnis  numerus ad duodecim  vicus ad quadringenti  reliquus privo aedificium incendo","0.00317460317460317","0.320634920634921","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.638095238095238","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"27","urn:cts:latinLit:stoa0069.stoa001.hc:1.5.3","frumentum omnis  praeter qui sui porto sum  comburo  ut domus reditio spes tollo paro ad omnis periculum subeo sum  tres metior molior cibaria sui quisque domus effero jubeo  persuadeo rauracis et tulingis et latobrigis finitimus  utor idem utor consilium oppidum suus vicus exuro unus cum is proficiscor  boiosque  qui trans rhenum incolo et in ager noricum transeo noreiamque oppugno  recipio ad sui socius sui ad-scisco","0.00115606936416185","0.00115606936416185","0.116763005780347","0.00115606936416185","0.00115606936416185","0.232369942196532","0.00115606936416185","0.116763005780347","0.00115606936416185","0.00115606936416185","0.00115606936416185","0.463583815028902","0.00115606936416185","0.00115606936416185","0.0589595375722543"
"28","urn:cts:latinLit:stoa0069.stoa001.hc:1.6.1","sum omnino iter duo  qui iter domus exeo possum  unus per sequanos  angustus et difficilis  inter mons iuram et flumen rhodanum  vix qui singulus carrus duco  mons autem alo impendo  ut facilis perpaucus prohibeo possum","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.98282208588957","0.00122699386503067","0.00122699386503067","0.00122699386503067"
"29","urn:cts:latinLit:stoa0069.stoa001.hc:1.6.2","alter per provincia noster  multus facilis atque expedio  propterea qui inter finis helvetiorum et allobrogum  qui nuper paco sum  rhodanus fluo is non nullus locum vadum transeo","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.961643835616438","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"30","urn:cts:latinLit:stoa0069.stoa001.hc:1.6.3","extremus oppidum allobrogum sum proximus helvetiorum finis genava  ex is oppidum pons ad helvetios pertineo  allobrogibus sui vel persuadeo  qui nondum bonus animus in populus romanum video  existimo vel vis cogo ut per suus finis is eo patior  omnis res ad profectio comparo dies dico  qui dies ad ripa rhodani omnis convenio  is dies sum ab  d  v  kal  apr  l  piso  ab  gabinio consul","0.000858369098712446","0.000858369098712446","0.0866952789699571","0.000858369098712446","0.000858369098712446","0.430042918454936","0.000858369098712446","0.000858369098712446","0.000858369098712446","0.000858369098712446","0.000858369098712446","0.472961373390558","0.000858369098712446","0.000858369098712446","0.000858369098712446"
"31","urn:cts:latinLit:stoa0069.stoa001.hc:1.7.1","caesari cum is nuntio sum  is per provincia noster ito facio conor  maturo ab urbs proficiscor et qui magnus possum iter in galliam ulterior contendo et ad genavam pervenio","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.13972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.276712328767123","0.00273972602739726","0.00273972602739726","0.550684931506849","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"32","urn:cts:latinLit:stoa0069.stoa001.hc:1.7.2","provincia totus qui magnus possum miles numerus impero  sum omnino in gallia ulterior legio unus   pons  qui sum ad genavam  jubeo rescindo","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"33","urn:cts:latinLit:stoa0069.stoa001.hc:1.7.3","ubi de is advenio helvetii certus facio sum  lego ad is mitto nobilis civitas  qui legatio nammeius et verucloetius princeps locum obtineo  qui dico sui sum in animus sino ullus maleficium ito per provincia facio  propterea qui alius ito habeo nullus  rogo ut is voluntas is sui facio liceo  caesar  qui memoria teneo l  casses consul occido exercitus is ab helvetiis pello et sub jugum mitto  concedo non puto","0.000985221674876847","0.000985221674876847","0.000985221674876847","0.000985221674876847","0.000985221674876847","0.542857142857143","0.000985221674876847","0.000985221674876847","0.000985221674876847","0.000985221674876847","0.000985221674876847","0.444334975369458","0.000985221674876847","0.000985221674876847","0.000985221674876847"
"34","urn:cts:latinLit:stoa0069.stoa001.hc:1.7.4","neque homo inimicus animus  do facultas per provincia iter facio  tempero ab injuria et maleficium existimo","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.947169811320755","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"35","urn:cts:latinLit:stoa0069.stoa001.hc:1.7.5","tamen  ut spatium intercedo possum dum miles qui impero convenio  lego respondeo dies sui ad delibero sumo  si quis volo  ad is  april  reverto","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.161904761904762","0.00317460317460317","0.00317460317460317","0.479365079365079","0.00317460317460317","0.00317460317460317","0.320634920634921","0.00317460317460317","0.00317460317460317"
"36","urn:cts:latinLit:stoa0069.stoa001.hc:1.8.1","interea is legio qui sui habeo miles  qui ex provincia convenio  ab lacus lemanno  qui in flumen rhodanum influo  ad mons iuram  qui finis sequanorum ab helvetiis divido  mille passus xviiii murus in altitudo pedum sedecim fodio perduco","0.00150375939849624","0.377443609022556","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.452631578947368","0.00150375939849624","0.00150375939849624","0.15187969924812","0.00150375939849624","0.00150375939849624","0.00150375939849624"
"37","urn:cts:latinLit:stoa0069.stoa001.hc:1.8.2","is opus perficio praesidium dispono  castellum communio  qui facilis  si sui invitus transeo conor  prohibeo possum","0.00317460317460317","0.00317460317460317","0.320634920634921","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.479365079365079","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.161904761904762","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"38","urn:cts:latinLit:stoa0069.stoa001.hc:1.8.3","ubi is dies qui constituo cum lego venio et lego ad is reverto  nego sui morus et exemplum populus romani possum ito ullus per provincia do et  si vis facio conor  prohibeo ostendo","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.961643835616438","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"39","urn:cts:latinLit:stoa0069.stoa001.hc:1.8.4","helvetii is spes deicio navis jungo ratis complures facio  alius vadum rhodani  qui parvus altitudo flumen sum  non numquam interdiu  saepis nox  si perrumpo possum conor  opus munitio et miles concurro et telum repello  hic conor de_-sisto","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.197385620915033","0.00130718954248366","0.458823529411765","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.328104575163399","0.00130718954248366","0.00130718954248366","0.00130718954248366"
"40","urn:cts:latinLit:stoa0069.stoa001.hc:1.9.1","relinquo unus per sequanos via  qui sequanis invitus propter angustia eo non possum","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.796825396825397","0.00317460317460317","0.161904761904762","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"41","urn:cts:latinLit:stoa0069.stoa001.hc:1.9.2","hic cum suus sponte persuadeo non possum  lego ad dumnorigem haeduum mitto  ut is deprecator ab sequanis impetro","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.569811320754717","0.381132075471698","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"42","urn:cts:latinLit:stoa0069.stoa001.hc:1.9.3","dumnorix gratia et largitio apud sequanos multus possum et helvetiis sum amicus  qui ex is civitas orgetorigis filia in matrimonium duco  et cupiditas regnum adduco novus res studeo et qui multus civitas suus beneficium habeo obstringo volo","0.0829268292682927","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.814634146341463","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0829268292682927","0.0016260162601626"
"43","urn:cts:latinLit:stoa0069.stoa001.hc:1.9.4","ito res suscipio et ab sequanis impetro ut per finis suus helvetios eo patior  obsideo utor inter sui do perficio  sequani  neo iter helvetios prohibeo  helvetii  ut sino maleficium et injuria transeo","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.733333333333333","0.245528455284553","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626"
"44","urn:cts:latinLit:stoa0069.stoa001.hc:1.10.1","caesari renuntio helvetiis sum in animus per ager sequanorum et haeduorum ito in santonum finis facio  qui non longus ab tolosatium finis absum  qui civitas sum in provincia  is si fio  intellego magnus cum periculum provincia sum ut homo bellicosus  populus romani inimicus  locum pateo magnus frumentarius finitimus habeo","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.778640776699029","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.196116504854369","0.00194174757281553","0.00194174757281553"
"45","urn:cts:latinLit:stoa0069.stoa001.hc:1.10.3","ob is causa is munitio qui facio t  labienum lego praeficio  ipse in italiam magnus iter contendo duo ibi legio conscribo et tres  qui circus aquileiam hiemo  ex hiberna educo et  qui proximus ito in ulterior galliam per alpes sum  cum hic quinque legio eo contendo","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.860122699386503","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.00122699386503067","0.123926380368098","0.00122699386503067"
"46","urn:cts:latinLit:stoa0069.stoa001.hc:1.10.4","ibi ceutrones et graioceli et caturiges locum superus occupo iter exercitus prohibeo conor  complures hic proelium pello ab ocelo  qui sum oppidum citer provincia extremus  in finis vocontiorum ulterior provincia dies septimus pervenio  indo in allobrogum finis  ab allobrogibus in segusiavos exercitus duco  hic sum extra provincia trans rhodanum primus","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.15187969924812","0.00150375939849624","0.00150375939849624","0.828571428571429","0.00150375939849624","0.00150375939849624","0.00150375939849624"
"47","urn:cts:latinLit:stoa0069.stoa001.hc:1.11.1","helvetii jam per angustia et finis sequanorum suus copia traduco et in haeduorum finis pervenio is ager populo","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.955555555555555","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"48","urn:cts:latinLit:stoa0069.stoa001.hc:1.11.2","haedui  cum sui suus ab is defendo non possum  lego ad caesarem mitto rogo auxilium","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"49","urn:cts:latinLit:stoa0069.stoa001.hc:1.11.3","ito sui omnis tempus de populus romano mereo sum ut paene in conspicio exercitus noster ager vasto  liber  is  in servitus abduco  oppidum expugno non debeo  idem tempus  qui haedui  ambarri  necessarius et consanguineus haeduorum  caesarem certus facio sui depopulor ager non facilis ab oppidum vis hostis prohibeo","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.560839160839161","0.0013986013986014","0.351048951048951","0.0013986013986014","0.0013986013986014","0.0713286713286713","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014"
"50","urn:cts:latinLit:stoa0069.stoa001.hc:1.11.4","ito allobroges  qui trans rhodanum vicus possessio habeo  fuga sui ad caesarem recipio et demonstro sui praeter ager solus nihil sum reliquus","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.84578313253012","0.12289156626506","0.00240963855421687","0.00240963855421687"
"51","urn:cts:latinLit:stoa0069.stoa001.hc:1.11.2","qui res adduco caesar non exspecto sui statuo dum  omnis fortuna socius consumo  in santonos helvetii pervenio","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.550684931506849","0.00273972602739726","0.13972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.276712328767123","0.00273972602739726","0.00273972602739726"
"52","urn:cts:latinLit:stoa0069.stoa001.hc:1.12.1","flumen sum arar  qui per finis haeduorum et sequanorum in rhodanum influo  incredibilis lenitas  ito ut oculus in uter pars fluo judico non possum  is helvetii ratis atque linter jungo transeo","0.0016260162601626","0.0829268292682927","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.245528455284553","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.408130081300813","0.0016260162601626","0.0016260162601626","0.245528455284553"
"53","urn:cts:latinLit:stoa0069.stoa001.hc:1.12.2","ubi per explorator caesar certus facio sum tres jam pars copia helvetios is flumen traduco  quartus vero pars citer flumen aro reliquus sum  de tertius vigilia cum legio tres ex castrum proficiscor ad is pars pervenio qui nondum flumen transeo","0.0016260162601626","0.0016260162601626","0.408130081300813","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0829268292682927","0.489430894308943","0.0016260162601626","0.0016260162601626"
