"","identifier","text","eius_quem_fecit_suo_deinde_mea_manu","nunc_illum_quia_es_unquam_nemo_vides","iussit_mea_afferri_puerum_coepi_tota_fortunata","ita_plane_vinum_rogo_vos_bene_oportet","suum_mehercules_nemo_illum_puto_magis_potest","statim_fit_summam_puer_quem_esset_aquam","altera_habebat_pro_puer_omnium_nobis_factum","ceterum_mensam_ecce_factus_suam_hac_subito","homines_medio_amici_meo_quibus_volo_circa","fuit_illius_male_sestertium_sibi_quicquid_die","hic_c_illum_bene_erant_hanc_scio","minus_cocus_supra_puer_circa_voce_putes","triclinium_familia_eius_iussit_post_res_melius","nobis_pedes_servus_totum_cena_domini_sumus","homo_facere_potui_aliquis_panem_nostrum_plus"
"15","urn:cts:latinLit:phi0972.phi001:28.5","Cum ergo auferretur, ad caput eius symphoniacus cum minimis tibiis accessit et tanquam in aurem aliquid secreto diceret, toto itinere cantavit. ","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.955555555555555","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"16","urn:cts:latinLit:phi0972.phi001:28.6","Sequimur nos admiratione iam saturi et cum Agamemnone ad ianuam pervenimus, in cuius poste libellus erat cum hac inscriptione fixus: ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"17","urn:cts:latinLit:phi0972.phi001:28.7","Quisquis servus sine dominico iussu foras exierit, accipiet plagas centum. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"18","urn:cts:latinLit:phi0972.phi001:28.8","In aditu autem ipso stabat ostiarius prasinatus, cerasino succinctus cingulo, atque in lance argentea pisum purgabat. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767"
"19","urn:cts:latinLit:phi0972.phi001:28.9","Super limen autem cavea pendebat aurea, in qua pica varia intrantes salutabat.","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"20","urn:cts:latinLit:phi0972.phi001:29.1","Ceterum ego dum omnia stupeo, paene resupinatus crura mea fregi. Ad sinistram enim intrantibus non longe ab ostiarii cella canis ingens, catena vinctus, in pariete erat pictus superque quadrata littera scriptum Cave canem. ","0.00176991150442478","0.00176991150442478","0.532743362831858","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.444247787610619","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478"
"21","urn:cts:latinLit:phi0972.phi001:29.2","Et collegae quidem mei riserunt, ego autem collecto spiritu non destiti totum parietem persequi. ","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304"
"22","urn:cts:latinLit:phi0972.phi001:29.3","Erat autem venalicium cum titulis pictum, et ipse Trimalchio capillatus caduceum tenebat Minervaque ducente Romam intrabat. ","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.443478260869565","0.00869565217391304","0.00869565217391304","0.443478260869565","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"23","urn:cts:latinLit:phi0972.phi001:29.4","Hinc quemadmodum ratiocinari didicisset, denique dispensator factus esset, omnia diligenter curiosus pictor cum inscriptione reddiderat. ","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.961643835616438","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"24","urn:cts:latinLit:phi0972.phi001:29.5","In deficiente vero iam porticu levatum mento in tribunal excelsum Mercurius rapiebat.","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.784615384615385","0.0153846153846154"
"25","urn:cts:latinLit:phi0972.phi001:29.6","Praesto erat Fortuna cornu abundanti copiosa et tres Parcae aurea pensa torquentes.","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.443478260869565","0.00869565217391304","0.443478260869565","0.00869565217391304","0.00869565217391304"
"26","urn:cts:latinLit:phi0972.phi001:29.7","Notavi etiam in porticu gregem cursorum cum magistro se exercentem.","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667"
"27","urn:cts:latinLit:phi0972.phi001:29.8","Praeterea grande armarium in angulo vidi, in cuius aedicula erant Lares argentei positi Venerisque signum marmoreum et pyxis aurea non pusilla, in quo barbam ipsius conditam esse dicebant. ","0.161904761904762","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.320634920634921","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.479365079365079","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"28","urn:cts:latinLit:phi0972.phi001:29.9","Interrogare ergo atriensem coepi, quas in medio picturas haberent. Iliada et Odyssian inquit ac Laenatis gladiatorium munus.","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"29","urn:cts:latinLit:phi0972.phi001:30.1","Non licebat multaciam considerare Nos iam ad triclinium perveneramus, in cuius parte prima procurator rationes accipiebat. Et quod praecipue miratus sum, in postibus triclinii fasces erant cum securibus fixi, quorum unam partem quasi embolum navis aeneum finiebat, in quo erat scriptum: ","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.243373493975904","0.00240963855421687","0.12289156626506","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.604819277108434","0.00240963855421687","0.00240963855421687"
"30","urn:cts:latinLit:phi0972.phi001:30.2","C. Pompeio Trimalchioni, seviro Augustali, Cinnamus dispensator. ","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"31","urn:cts:latinLit:phi0972.phi001:30.3","Sub eodem titulo et lucerna bilychnis de camera pendebat, et duae tabulae in utroque poste defixae, quarum altera, si bene memini, hoc habebat inscriptum: III. et pridie kalendas Ianuarias C. noster foras cenat, ","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.408130081300813","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.570731707317073","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626"
"32","urn:cts:latinLit:phi0972.phi001:30.4","altera lunae cursum stellarumque septem imagines pictas; et qui dies boni quique incommodi essent, distinguente bulla notabantur. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.237209302325581","0.00465116279069767","0.702325581395349","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"33","urn:cts:latinLit:phi0972.phi001:30.5","His repleti voluptatibus cum conaremur in triclinium intrare, exclamavit unus ex pueris, qui super hoc officium erat positus, Dextro pede. ","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.638095238095238","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.320634920634921","0.00317460317460317","0.00317460317460317"
"34","urn:cts:latinLit:phi0972.phi001:30.6","Sine dubio paulisper trepidavimus, ne contra praeceptum aliquis nostrum limen transiret. ","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515"
"35","urn:cts:latinLit:phi0972.phi001:30.7","Ceterum ut pariter movimus dextros gressus, servus nobis despoliatus procubuit ad pedes ac rogare coepit, ut se poenae eriperemus: nec magnum esse peccatum suum, propter quod periclitaretur; ","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.432258064516129","0.0021505376344086","0.0021505376344086","0.109677419354839","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.432258064516129","0.0021505376344086"
"36","urn:cts:latinLit:phi0972.phi001:30.8","subducta enim sibi vestimenta dispensatoris in balneo, quae vix fuissent decem sestertiorum. ","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"37","urn:cts:latinLit:phi0972.phi001:30.9","Rettulimus ergo dextros pedes dispensatoremque in atrio aureos numerantem deprecati sumus, ut servo remitteret poenam. ","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767"
"38","urn:cts:latinLit:phi0972.phi001:30.10","Superbus ille sustulit vultum et Non tam iactura me movet inquit quam negligentia nequissimi servi.","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"39","urn:cts:latinLit:phi0972.phi001:30.11","Vestimenta mea cubitoria perdidit, quae mihi natali meo cliens quidam donaverat, Tyria sine dubio, sed iam semel lota. Quid ergo est? Dono vobis eum.","0.00317460317460317","0.00317460317460317","0.320634920634921","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.638095238095238","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"40","urn:cts:latinLit:phi0972.phi001:31.1","Obligati tam grandi beneficio cum intrassemus tri clinium, occurrit nobis ille idem servus, pro quo rogaveramus, et stupentibus spississima basia impegit gratias agens humanitati nostrae. ","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.955555555555555","0.00317460317460317"
"41","urn:cts:latinLit:phi0972.phi001:31.2","Ad summam, statim scietis ait cui dederitis beneficium. Vinum dominicum ministratoris gratia est ","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.569811320754717","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"42","urn:cts:latinLit:phi0972.phi001:31.3","Tandem ergo discubuimus pueris Alexandrinis aquam in manus nivatam infundentibus aliisque insequentibus ad pedes ac paronychia cum ingenti subtilitate tollentibus.","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.381132075471698","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.381132075471698","0.00377358490566038"
"43","urn:cts:latinLit:phi0972.phi001:31.4","Ac ne in hoc quidem tam molesto tacebant officio, sed obiter cantabant. ","0.0153846153846154","0.0153846153846154","0.784615384615385","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154"
"44","urn:cts:latinLit:phi0972.phi001:31.5","Ego experiri volui, an tota familia cantaret, itaque potionem poposci. ","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"45","urn:cts:latinLit:phi0972.phi001:31.6","Paratissimus puer non minus me acido cantico excepit, et quisquis aliquid rogatus erat ut daret  ","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.569811320754717","0.00377358490566038","0.192452830188679","0.00377358490566038"
"46","urn:cts:latinLit:phi0972.phi001:31.7","pantomimi chorum, non patris familiae triclinium crederes. ","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304"
"47","urn:cts:latinLit:phi0972.phi001:31.8","Allata est tamen gustatio valde lauta; nam iam omnes discubuerant praeter ipsum Trimalchionem, cui locus novo more primus servabatur. ","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.276712328767123","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.687671232876712","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"48","urn:cts:latinLit:phi0972.phi001:31.9","Ceterum in promulsidari asellus erat Corinthius cum bisaccio positus, qui habebat olivas in altera parte albas, in altera nigras. ","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.955555555555555","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"49","urn:cts:latinLit:phi0972.phi001:31.10","Tegebant asellum duae lances, in quarum marginibus nomen Trimalchionis inscriptum erat et argenti pondus. Ponticuli etiam ferruminati sustinebant glires melle ac papavere sparsos. ","0.00377358490566038","0.00377358490566038","0.381132075471698","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.381132075471698","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038"
"50","urn:cts:latinLit:phi0972.phi001:31.11","Fuerunt et tomacula super craticulam argenteam ferventia posita, et infra craticulam Syriaca pruna cum granis Punici mali.","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.309090909090909","0.309090909090909","0.00606060606060606"
"51","urn:cts:latinLit:phi0972.phi001:32.1","In his eramus lautitiis, cum ipse Trimalchio ad symphoniam allatus est positusque inter cervicalia minutissima expressit imprudentibus risum. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767"
"52","urn:cts:latinLit:phi0972.phi001:32.2","Pallio enim coccineo adrasum excluserat caput circaque oneratas veste cervices laticlaviam immiserat mappam fimbriis hinc atque illinc pendentibus.","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"53","urn:cts:latinLit:phi0972.phi001:32.3","Habebat etiam in minimo digito sinistrae manus anulum grandem subauratum, extremo vero articulo digiti sequentis minorem, ut mihi videbatur, totum aureum, sed plane ferreis veluti stellis ferruminatum. ","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.381132075471698","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.569811320754717","0.00377358490566038"
"54","urn:cts:latinLit:phi0972.phi001:32.4","Et ne has tantum ostenderet divitias, dextrum nudavit lacertum armilla aurea cultum et eboreo circulo lamina splendente conexo.","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"55","urn:cts:latinLit:phi0972.phi001:33.1","Ut deinde pinna argentea dentes perfodit,Amici inquit nondum mihi suave erat in triclinium venire, sed ne diutius absentivos morae vobis essem, omnem voluptatem mihi negavi. ","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.966265060240964","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"56","urn:cts:latinLit:phi0972.phi001:33.2","Permittetis tamen finiri lusum. Sequebatur puer cum tabula terebinthina et crystallinis tesseris, notavique rem omnium delicatissimam. Pro calculis enim albis ac nigris aureos argenteosque habebat denarios. ","0.12289156626506","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.84578313253012","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"57","urn:cts:latinLit:phi0972.phi001:33.3","Interim dum ille omnium textorum dicta inter lusum consumit, gustantibus adhuc nobis repositorium allatum est cum corbe, in quo gallina erat lignea patentibus in orbem alis, quales esse solent quae incubant ova. ","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.413698630136986","0.550684931506849","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"58","urn:cts:latinLit:phi0972.phi001:33.4","Accessere continuo duo servi et symphonia strepente scrutari paleam coeperunt erutaque subinde pavonina ova divisere convivis.","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.569811320754717","0.00377358490566038","0.381132075471698","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"59","urn:cts:latinLit:phi0972.phi001:33.5","Convertit ad hanc scaenam Trimalchio vultum et Amici ait pavonis ova gallinae iussi supponi. Et mehercules timeo ne iam concepti sint; temptemus tamen, si adhuc sorbilia sunt. ","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.432258064516129","0.0021505376344086","0.0021505376344086","0.539784946236559","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086"
