"","identifier","text","κορινθίων_ὁπλίτας_οἴκου_τριάκοντα_θέρους_παρεσκευάζοντο_χειμῶνος","ἡμεῖς_ὑμεῖς_ἄν_μόνον_ὦ_δύναμιν_χρὴ","τοιάδε_σπονδὰς_ὅπλα_ἀργείων_λόγους_δῆμον_ἐδόκει","ἀλλήλους_ῥᾳδίως_πόλις_τεῖχος_μέγα_μέρος_ἄλλως","ἑαυτοῦ_βασιλέως_πόλεων_βασιλέα_ὢν_σπονδὰς_ξυμμαχίαν"
"12","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.3.3","τεκμηριοῖ δὲ μάλιστα Ὅμηρος: πολλῷ γὰρ ὕστερον ἔτι καὶ τῶν Τρωικῶν γενόμενος οὐδαμοῦ τοὺς ξύμπαντας ὠνόμασεν, οὐδ᾽ ἄλλους ἢ τοὺς μετ᾽ Ἀχιλλέως ἐκ τῆς Φθιώτιδος, οἵπερ καὶ πρῶτοι Ἕλληνες ἦσαν, Δαναοὺς δὲ ἐν τοῖς ἔπεσι καὶ Ἀργείους καὶ Ἀχαιοὺς ἀνακαλεῖ. οὐ μὴν οὐδὲ βαρβάρους εἴρηκε διὰ τὸ μηδὲ Ἕλληνάς πω, ὡς ἐμοὶ δοκεῖ, ἀντίπαλον ἐς ἓν ὄνομα ἀποκεκρίσθαι.","0.349253731343284","0.647761194029851","0.000995024875621891","0.000995024875621891","0.000995024875621891"
"13","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.3.4","οἱ δ᾽ οὖν ὡς ἕκαστοι Ἕλληνες κατὰ πόλεις τε ὅσοι ἀλλήλων ξυνίεσαν καὶ ξύμπαντες ὕστερον κληθέντες οὐδὲν πρὸ τῶν Τρωικῶν δι᾽ ἀσθένειαν καὶ ἀμειξίαν ἀλλήλων ἁθρόοι ἔπραξαν. ἀλλὰ καὶ ταύτην τὴν στρατείαν θαλάσσῃ ἤδη πλείω χρώμενοι ξυνεξῆλθον.","0.00141843971631206","0.0723404255319149","0.00141843971631206","0.923404255319149","0.00141843971631206"
"14","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.4.1","Μίνως γὰρ παλαίτατος ὧν ἀκοῇ ἴσμεν ναυτικὸν ἐκτήσατο καὶ τῆς νῦν Ἑλληνικῆς θαλάσσης ἐπὶ πλεῖστον ἐκράτησε καὶ τῶν Κυκλάδων νήσων ἦρξέ τε καὶ οἰκιστὴς πρῶτος τῶν πλείστων ἐγένετο, Κᾶρας ἐξελάσας καὶ τοὺς ἑαυτοῦ παῖδας ἡγεμόνας ἐγκαταστήσας: τό τε λῃστικόν, ὡς εἰκός, καθῄρει ἐκ τῆς θαλάσσης ἐφ᾽ ὅσον ἐδύνατο, τοῦ τὰς προσόδους μᾶλλον ἰέναι αὐτῷ.","0.000995024875621891","0.498507462686567","0.000995024875621891","0.498507462686567","0.000995024875621891"
"15","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.5.1","οἱ γὰρ Ἕλληνες τὸ πάλαι καὶ τῶν βαρβάρων οἵ τε ἐν τῇ ἠπείρῳ παραθαλάσσιοι καὶ ὅσοι νήσους εἶχον, ἐπειδὴ ἤρξαντο μᾶλλον περαιοῦσθαι ναυσὶν ἐπ᾽ ἀλλήλους, ἐτράποντο πρὸς λῃστείαν, ἡγουμένων ἀνδρῶν οὐ τῶν ἀδυνατωτάτων κέρδους τοῦ σφετέρου αὐτῶν ἕνεκα καὶ τοῖς ἀσθενέσι τροφῆς, καὶ προσπίπτοντες πόλεσιν ἀτειχίστοις καὶ κατὰ κώμας οἰκουμέναις ἥρπαζον καὶ τὸν πλεῖστον τοῦ βίου ἐντεῦθεν ἐποιοῦντο, οὐκ ἔχοντός πω αἰσχύνην τούτου τοῦ ἔργου, φέροντος δέ τι καὶ δόξης μᾶλλον:","0.000766283524904215","0.383908045977012","0.000766283524904215","0.613793103448276","0.000766283524904215"
"16","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.5.2","δηλοῦσι δὲ τῶν τε ἠπειρωτῶν τινὲς ἔτι καὶ νῦν, οἷς κόσμος καλῶς τοῦτο δρᾶν, καὶ οἱ παλαιοὶ τῶν ποιητῶν τὰς πύστεις τῶν καταπλεόντων πανταχοῦ ὁμοίως ἐρωτῶντες εἰ λῃσταί εἰσιν, ὡς οὔτε ὧν πυνθάνονται ἀπαξιούντων τὸ ἔργον, οἷς τε ἐπιμελὲς εἴη εἰδέναι οὐκ ὀνειδιζόντων.","0.00152671755725191","0.993893129770992","0.00152671755725191","0.00152671755725191","0.00152671755725191"
"17","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.5.3","ἐλῄζοντο δὲ καὶ κατ᾽ ἤπειρον ἀλλήλους.καὶ μέχρι τοῦδε πολλὰ τῆς Ἑλλάδος τῷ παλαιῷ τρόπῳ νέμεται περί τε Λοκροὺς τοὺς Ὀζόλας καὶ Αἰτωλοὺς καὶ Ἀκαρνᾶνας καὶ τὴν ταύτῃ ἤπειρον. τό τε σιδηροφορεῖσθαι τούτοις τοῖς ἠπειρώταις ἀπὸ τῆς παλαιᾶς λῃστείας ἐμμεμένηκεν:","0.398675496688742","0.00132450331125828","0.00132450331125828","0.597350993377483","0.00132450331125828"
"18","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.6.1","πᾶσα γὰρ ἡ Ἑλλὰς ἐσιδηροφόρει διὰ τὰς ἀφάρκτους τε οἰκήσεις καὶ οὐκ ἀσφαλεῖς παρ᾽ ἀλλήλους ἐφόδους, καὶ ξυνήθη τὴν δίαιταν μεθ᾽ ὅπλων ἐποιήσαντο ὥσπερ οἱ βάρβαροι.","0.00198019801980198","0.00198019801980198","0.2","0.794059405940594","0.00198019801980198"
"19","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.6.2","σημεῖον δ᾽ ἐστὶ ταῦτα τῆς Ἑλλάδος ἔτι οὕτω νεμόμενα τῶν ποτὲ καὶ ἐς πάντας ὁμοίων διαιτημάτων.","0.0028169014084507","0.0028169014084507","0.0028169014084507","0.988732394366197","0.0028169014084507"
"20","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.6.3","ἐν τοῖς πρῶτοι δὲ Ἀθηναῖοι τόν τε σίδηρον κατέθεντο καὶ ἀνειμένῃ τῇ διαίτῃ ἐς τὸ τρυφερώτερον μετέστησαν. καὶ οἱ πρεσβύτεροι αὐτοῖς τῶν εὐδαιμόνων διὰ τὸ ἁβροδίαιτον οὐ πολὺς χρόνος ἐπειδὴ χιτῶνάς τε λινοῦς ἐπαύσαντο φοροῦντες καὶ χρυσῶν τεττίγων ἐνέρσει κρωβύλον ἀναδούμενοι τῶν ἐν τῇ κεφαλῇ τριχῶν: ἀφ᾽ οὗ καὶ Ἰώνων τοὺς πρεσβυτέρους κατὰ τὸ ξυγγενὲς ἐπὶ πολὺ αὕτη ἡ σκευὴ κατέσχεν.","0.00141843971631206","0.214184397163121","0.00141843971631206","0.781560283687943","0.00141843971631206"
"21","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.6.4","μετρίᾳ δ᾽ αὖ ἐσθῆτι καὶ ἐς τὸν νῦν τρόπον πρῶτοι Λακεδαιμόνιοι ἐχρήσαντο καὶ ἐς τὰ ἄλλα πρὸς τοὺς πολλοὺς οἱ τὰ μείζω κεκτημένοι ἰσοδίαιτοι μάλιστα κατέστησαν.","0.0028169014084507","0.0028169014084507","0.0028169014084507","0.988732394366197","0.0028169014084507"
"22","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.6.5","ἐγυμνώθησάν τε πρῶτοι καὶ ἐς τὸ φανερὸν ἀποδύντες λίπα μετὰ τοῦ γυμνάζεσθαι ἠλείψαντο: τὸ δὲ πάλαι καὶ ἐν τῷ Ὀλυμπικῷ ἀγῶνι διαζώματα ἔχοντες περὶ τὰ αἰδοῖα οἱ ἀθληταὶ ἠγωνίζοντο, καὶ οὐ πολλὰ ἔτη ἐπειδὴ πέπαυται. ἔτι δὲ καὶ ἐν τοῖς βαρβάροις ἔστιν οἷς νῦν, καὶ μάλιστα τοῖς Ἀσιανοῖς, πυγμῆς καὶ πάλης ἆθλα τίθεται, καὶ διεζωμένοι τοῦτο δρῶσιν.","0.00246913580246914","0.619753086419753","0.00246913580246914","0.37283950617284","0.00246913580246914"
"23","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.6.6","πολλὰ δ᾽ ἂν καὶ ἄλλα τις ἀποδείξειε τὸ παλαιὸν Ἑλληνικὸν ὁμοιότροπα τῷ νῦν βαρβαρικῷ διαιτώμενον.","0.00952380952380952","0.00952380952380952","0.00952380952380952","0.961904761904762","0.00952380952380952"
"24","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.7.1","τῶν δὲ πόλεων ὅσαι μὲν νεώτατα ᾠκίσθησαν καὶ ἤδη πλωιμωτέρων ὄντων, περιουσίας μᾶλλον ἔχουσαι χρημάτων ἐπ᾽ αὐτοῖς τοῖς αἰγιαλοῖς τείχεσιν ἐκτίζοντο καὶ τοὺς ἰσθμοὺς ἀπελάμβανον ἐμπορίας τε ἕνεκα καὶ τῆς πρὸς τοὺς προσοίκους ἕκαστοι ἰσχύος: αἱ δὲ παλαιαὶ διὰ τὴν λῃστείαν ἐπὶ πολὺ ἀντίσχουσαν ἀπὸ θαλάσσης μᾶλλον ᾠκίσθησαν, αἵ τε ἐν ταῖς νήσοις καὶ ἐν ταῖς ἠπείροις ʽἔφερον γὰρ ἀλλήλους τε καὶ τῶν ἄλλων ὅσοι ὄντες οὐ θαλάσσιοι κάτω ᾤκουν̓, καὶ μέχρι τοῦδε ἔτι ἀνῳκισμένοι εἰσίν.","0.000995024875621891","0.448756218905473","0.000995024875621891","0.498507462686567","0.0507462686567164"
"25","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.8.1","καὶ οὐχ ἧσσον λῃσταὶ ἦσαν οἱ νησιῶται, Κᾶρές τε ὄντες καὶ Φοίνικες: οὗτοι γὰρ δὴ τὰς πλείστας τῶν νήσων ᾤκησαν. μαρτύριον δέ: Δήλου γὰρ καθαιρομένης ὑπὸ Ἀθηναίων ἐν τῷδε τῷ πολέμῳ καὶ τῶν θηκῶν ἀναιρεθεισῶν ὅσαι ἦσαν τῶν τεθνεώτων ἐν τῇ νήσῳ, ὑπὲρ ἥμισυ Κᾶρες ἐφάνησαν, γνωσθέντες τῇ τε σκευῇ τῶν ὅπλων ξυντεθαμμένῃ καὶ τῷ τρόπῳ ᾧ νῦν ἔτι θάπτουσιν.","0.398675496688742","0.266225165562914","0.00132450331125828","0.2","0.133774834437086"
"26","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.8.2","καταστάντος δὲ τοῦ Μίνω ναυτικοῦ πλωιμώτερα ἐγένετο παρ᾽ ἀλλήλους ʽοἱ γὰρ ἐκ τῶν νήσων κακοῦργοι ἀνέστησαν ὑπ᾽ αὐτοῦ, ὅτεπερ καὶ τὰς πολλὰς αὐτῶν κατῴκιζἐ,","0.988732394366197","0.0028169014084507","0.0028169014084507","0.0028169014084507","0.0028169014084507"
"27","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.8.3","καὶ οἱ παρὰ θάλασσαν ἄνθρωποι μᾶλλον ἤδη τὴν κτῆσιν τῶν χρημάτων ποιούμενοι βεβαιότερον ᾤκουν, καί τινες καὶ τείχη περιεβάλλοντο ὡς πλουσιώτεροι ἑαυτῶν γιγνόμενοι: ἐφιέμενοι γὰρ τῶν κερδῶν οἵ τε ἥσσους ὑπέμενον τὴν τῶν κρεισσόνων δουλείαν, οἵ τε δυνατώτεροι περιουσίας ἔχοντες προσεποιοῦντο ὑπηκόους τὰς ἐλάσσους πόλεις.","0.00116959064327485","0.352046783625731","0.00116959064327485","0.644444444444444","0.00116959064327485"
"28","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.8.4","καὶ ἐν τούτῳ τῷ τρόπῳ μᾶλλον ἤδη ὄντες ὕστερον χρόνῳ ἐπὶ Τροίαν ἐστράτευσαν.","0.485714285714286","0.00952380952380952","0.00952380952380952","0.485714285714286","0.00952380952380952"
"29","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.9.1","Ἀγαμέμνων τέ μοι δοκεῖ τῶν τότε δυνάμει προύχων καὶ οὐ τοσοῦτον τοῖς Τυνδάρεω ὅρκοις κατειλημμένους τοὺς Ἑλένης μνηστῆρας ἄγων τὸν στόλον ἀγεῖραι.","0.0021978021978022","0.771428571428571","0.0021978021978022","0.0021978021978022","0.221978021978022"
"30","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.9.2","λέγουσι δὲ καὶ οἱ τὰ σαφέστατα Πελοποννησίων μνήμῃ παρὰ τῶν πρότερον δεδεγμένοι Πέλοπά τε πρῶτον πλήθει χρημάτων, ἃ ἦλθεν ἐκ τῆς Ἀσίας ἔχων ἐς ἀνθρώπους ἀπόρους, δύναμιν περιποιησάμενον τὴν ἐπωνυμίαν τῆς χώρας ἔπηλυν ὄντα ὅμως σχεῖν, καὶ ὕστερον τοῖς ἐκγόνοις ἔτι μείζω ξυνενεχθῆναι,Εὐρυσθέως μὲν ἐν τῇ Ἀττικῇ ὑπὸ Ἡρακλειδῶν ἀποθανόντος, Ἀτρέως δὲ μητρὸς ἀδελφοῦ ὄντος αὐτῷ, καὶ ἐπιτρέψαντος Εὐρυσθέως, ὅτ᾽ ἐστράτευε, Μυκήνας τε καὶ τὴν ἀρχὴν κατὰ τὸ οἰκεῖον Ἀτρεῖ ʽτυγχάνειν δὲ αὐτὸν φεύγοντα τὸν πατέρα διὰ τὸν Χρυσίππου θάνατον̓, καὶ ὡς οὐκέτι ἀνεχώρησεν Εὐρυσθεύς, βουλομένων καὶ τῶν Μυκηναίων φόβῳ τῶν Ἡρακλειδῶν καὶ ἅμα δυνατὸν δοκοῦντα εἶναι καὶ τὸ πλῆθος τεθεραπευκότα τῶν Μυκηναίων τε καὶ ὅσων Εὐρυσθεὺς ἦρχε τὴν βασιλείαν Ἀτρέα παραλαβεῖν, καὶ τῶν Περσειδῶν τοὺς Πελοπίδας μείζους καταστῆναι.","0.000586510263929619","0.264516129032258","0.352492668621701","0.381818181818182","0.000586510263929619"
"31","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.9.3","ἅ μοι δοκεῖ Ἀγαμέμνων παραλαβὼν καὶ ναυτικῷ [τε] ἅμα ἐπὶ πλέον τῶν ἄλλων ἰσχύσας, τὴν στρατείαν οὐ χάριτι τὸ πλέον ἢ φόβῳ ξυναγαγὼν ποιήσασθαι.","0.112087912087912","0.881318681318681","0.0021978021978022","0.0021978021978022","0.0021978021978022"
"32","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.9.4","φαίνεται γὰρ ναυσί τε πλείσταις αὐτὸς ἀφικόμενος καὶ Ἀρκάσι προσπαρασχών, ὡς Ὅμηρος τοῦτο δεδήλωκεν, εἴ τῳ ἱκανὸς τεκμηριῶσαι. καὶ ἐν τοῦ σκήπτρου ἅμα τῇ παραδόσει εἴρηκεν αὐτὸνπολλῇσι νήσοισι καὶ Ἄργεϊ παντὶ ἀνάσσειν: Hom. Il. 2.108οὐκ ἂν οὖν νήσων ἔξω τῶν περιοικίδων ʽαὗται δὲ οὐκ ἂν πολλαὶ εἶεν̓ ἠπειρώτης ὢν ἐκράτει, εἰ μή τι καὶ ναυτικὸν εἶχεν. εἰκάζειν δὲ χρὴ καὶ ταύτῃ τῇ στρατείᾳ οἷα ἦν τὰ πρὸ αὐτῆς.","0.277348066298343","0.719337016574586","0.00110497237569061","0.00110497237569061","0.00110497237569061"
"33","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.10.1","καὶ ὅτι μὲν Μυκῆναι μικρὸν ἦν, ἢ εἴ τι τῶν τότε πόλισμα νῦν μὴ ἀξιόχρεων δοκεῖ εἶναι, οὐκ ἀκριβεῖ ἄν τις σημείῳ χρώμενος ἀπιστοίη μὴ γενέσθαι τὸν στόλον τοσοῦτον ὅσον οἵ τε ποιηταὶ εἰρήκασι καὶ ὁ λόγος κατέχει.","0.112087912087912","0.551648351648352","0.0021978021978022","0.331868131868132","0.0021978021978022"
"34","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.10.2","Λακεδαιμονίων γὰρ εἰ ἡ πόλις ἐρημωθείη, λειφθείη δὲ τά τε ἱερὰ καὶ τῆς κατασκευῆς τὰ ἐδάφη, πολλὴν ἂν οἶμαι ἀπιστίαν τῆς δυνάμεως προελθόντος πολλοῦ χρόνου τοῖς ἔπειτα πρὸς τὸ κλέος αὐτῶν εἶναι ʽκαίτοι Πελοποννήσου τῶν πέντε τὰς δύο μοίρας νέμονται, τῆς τε ξυμπάσης ἡγοῦνται καὶ τῶν ἔξω ξυμμάχων πολλῶν: ὅμως δὲ οὔτε ξυνοικισθείσης πόλεως οὔτε ἱεροῖς καὶ κατασκευαῖς πολυτελέσι χρησαμένης, κατὰ κώμας δὲ τῷ παλαιῷ τῆς Ἑλλάδος τρόπῳ οἰκισθείσης, φαίνοιτ᾽ ἂν ὑποδεεστέρἀ, Ἀθηναίων δὲ τὸ αὐτὸ τοῦτο παθόντων διπλασίαν ἂν τὴν δύναμιν εἰκάζεσθαι ἀπὸ τῆς φανερᾶς ὄψεως τῆς πόλεως ἢ ἔστιν.","0.000904977375565611","0.679638009049774","0.000904977375565611","0.317647058823529","0.000904977375565611"
"35","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.10.3","οὔκουν ἀπιστεῖν εἰκός, οὐδὲ τὰς ὄψεις τῶν πόλεων μᾶλλον σκοπεῖν ἢ τὰς δυνάμεις, νομίζειν δὲ τὴν στρατείαν ἐκείνην μεγίστην μὲν γενέσθαι τῶν πρὸ αὑτῆς, λειπομένην δὲ τῶν νῦν, τῇ Ὁμήρου αὖ ποιήσει εἴ τι χρὴ κἀνταῦθα πιστεύειν, ἣν εἰκὸς ἐπὶ τὸ μεῖζον μὲν ποιητὴν ὄντα κοσμῆσαι, ὅμως δὲ φαίνεται καὶ οὕτως ἐνδεεστέρα.","0.00116959064327485","0.995321637426901","0.00116959064327485","0.00116959064327485","0.00116959064327485"
"36","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.10.4","πεποίηκε γὰρ χιλίων καὶ διακοσίων νεῶν τὰς μὲν Βοιωτῶν εἴκοσι καὶ ἑκατὸν ἀνδρῶν, τὰς δὲ Φιλοκτήτου πεντήκοντα, δηλῶν, ὡς ἐμοὶ δοκεῖ, τὰς μεγίστας καὶ ἐλαχίστας: ἄλλων γοῦν μεγέθους πέρι ἐν νεῶν καταλόγῳ οὐκ ἐμνήσθη. αὐτερέται δὲ ὅτι ἦσαν καὶ μάχιμοι πάντες, ἐν ταῖς Φιλοκτήτου ναυσὶ δεδήλωκεν: τοξότας γὰρ πάντας πεποίηκε τοὺς προσκώπους. περίνεως δὲ οὐκ εἰκὸς πολλοὺς ξυμπλεῖν ἔξω τῶν βασιλέων καὶ τῶν μάλιστα ἐν τέλει, ἄλλως τε καὶ μέλλοντας πέλαγος περαιώσεσθαι μετὰ σκευῶν πολεμικῶν, οὐδ᾽ αὖ τὰ πλοῖα κατάφαρκτα ἔχοντας, ἀλλὰ τῷ παλαιῷ τρόπῳ λῃστικώτερον παρεσκευασμένα.","0.413058419243986","0.447422680412371","0.000687285223367698","0.138144329896907","0.000687285223367698"
"37","urn:cts:greekLit:tlg0003.tlg001.perseus-grc2:1.10.5","πρὸς τὰς μεγίστας δ᾽ οὖν καὶ ἐλαχίστας ναῦς τὸ μέσον σκοποῦντι οὐ πολλοὶ φαίνονται ἐλθόντες, ὡς ἀπὸ πάσης τῆς Ἑλλάδος κοινῇ πεμπόμενοι.","0.125925925925926","0.866666666666667","0.00246913580246914","0.00246913580246914","0.00246913580246914"
